All_ones,All_zeroes,Switch_pattern_1,Switch_pattern_2,Switch_pattern_3,Switch_pattern_4,isolated_one,isolated_zero,island_ones_1,island_ones_2,island_ones_3,island_zeroes_1,island_zeroes_2,island_zeroes_3,Rating,Mean-Centered_rating,MC_with_MinMax,model,timing
66,0,0,0,0,0,1,10,0,0,0,0,0,0,0.4,0.0208333333333333,0.5152542372881357,GPV-1@Shadow,190.0
41,0,0,0,0,0,1,14,0,1,1,0,0,0,0.4,0.0208333333333333,0.5152542372881357,BLIP@Shadow,171.0
35,47,0,0,0,0,22,26,3,0,1,2,0,2,0.2,-0.1791666666666666,0.3525423728813559,GPV-1,172.0
8,4,0,0,0,0,13,20,1,1,0,6,0,2,0.1,-0.2791666666666667,0.2711864406779661,Random,79.0
36,0,0,0,0,0,2,11,0,2,0,0,0,0,0.4,0.0208333333333333,0.5152542372881357,GPT4V@Shadow,127.0
27,23,0,0,0,0,9,7,0,1,0,0,0,1,0.9,0.5208333333333334,0.9220338983050848,GPT4V,77.0
16,12,2,4,4,3,60,65,17,3,4,21,2,5,0.1,-0.2791666666666667,0.2711864406779661,Random,103.0
27,35,0,0,1,0,13,16,2,1,0,2,0,0,0.6,0.2208333333333333,0.6779661016949152,GPT4V,113.0
66,108,2,2,1,0,41,40,3,3,0,1,3,3,0.4,0.0208333333333333,0.5152542372881357,BLIP,94.0
33,12,0,0,0,0,3,7,0,0,0,0,0,0,0.9,0.5208333333333334,0.9220338983050848,GT_N,158.0
68,133,1,1,4,1,52,50,2,3,2,6,5,0,0.2,-0.1791666666666666,0.3525423728813559,GPV-1,86.0
28,13,0,0,0,0,5,8,1,0,0,1,0,1,0.3,-0.0791666666666666,0.4338983050847457,GPT4V,99.0
28,0,0,0,0,0,3,12,1,0,1,0,0,0,0.5,0.1208333333333333,0.5966101694915255,GPV-1@Shadow,188.0
43,3,0,0,0,1,9,15,2,1,0,2,2,0,0.6,0.2208333333333333,0.6779661016949152,GPV-1@Shadow,148.0
35,2,0,0,0,0,9,12,1,0,0,1,3,0,0.7,0.3208333333333333,0.7593220338983051,BLIP@Shadow,265.0
61,63,0,0,0,0,8,8,0,0,0,0,0,0,0.6,0.2208333333333333,0.6779661016949152,GT_N,216.0
38,0,0,0,0,0,2,17,0,0,1,1,0,0,0.1,-0.2791666666666667,0.2711864406779661,GPT4V@Shadow,79.0
28,33,0,0,1,0,11,6,0,1,0,1,0,1,0.0,-0.3791666666666666,0.1898305084745762,BLIP,60.0
100,46,0,0,1,1,47,58,7,4,2,4,7,2,0.3,-0.0791666666666666,0.4338983050847457,GPV-1,95.0
33,18,1,0,0,0,1,9,0,0,1,0,0,0,0.9,0.5208333333333334,0.9220338983050848,GT_N,230.0
18,4,0,0,0,1,8,7,2,1,0,2,0,0,0.0,-0.3791666666666666,0.1898305084745762,BLIP,94.0
47,0,1,1,0,1,5,17,1,0,2,2,0,0,0.0,-0.3791666666666666,0.1898305084745762,BLIP@Shadow,106.0
59,0,0,0,0,0,1,16,0,0,1,1,0,0,0.3,-0.0791666666666666,0.4338983050847457,GPT4V@Shadow,113.0
1,27,0,0,1,0,12,6,2,1,0,2,0,0,0.6,0.0333333333333332,0.5254237288135593,BLIP,301.0
60,26,0,0,1,0,16,9,0,0,1,1,0,0,0.8,0.2333333333333332,0.688135593220339,BLIP,241.0
33,2,1,1,3,0,15,14,5,0,1,3,1,0,0.8,0.2333333333333332,0.688135593220339,GPT4V@Shadow,352.0
64,0,0,0,0,0,1,11,0,0,0,0,0,0,0.1,-0.4666666666666668,0.11864406779661,GPV-1@Shadow,70.0
58,0,0,0,0,0,5,9,0,0,0,0,0,0,0.9,0.3333333333333332,0.7694915254237288,GT_N,180.0
35,8,0,0,0,1,12,13,2,0,0,0,3,0,0.7,0.1333333333333332,0.606779661016949,GPV-1,313.0
43,50,0,0,0,0,6,6,0,0,0,0,0,0,1.0,0.4333333333333332,0.8508474576271187,GT_N,105.0
29,0,0,0,0,0,5,22,0,0,1,2,1,0,0.6,0.0333333333333332,0.5254237288135593,GPV-1@Shadow,327.0
42,0,0,0,0,0,2,7,0,1,0,1,0,0,0.1,-0.4666666666666668,0.11864406779661,GPT4V@Shadow,94.0
9,1,4,3,0,1,18,22,3,1,0,4,1,1,0.5,-0.0666666666666667,0.4440677966101694,Random,229.0
25,24,2,2,0,0,6,10,1,2,0,0,0,0,0.5,-0.0666666666666667,0.4440677966101694,GPT4V,86.0
18,18,0,0,0,0,6,11,1,0,0,0,0,0,0.3,-0.2666666666666668,0.2813559322033897,GPT4V,244.0
17,25,1,0,0,0,6,12,1,0,1,1,1,0,0.7,0.1333333333333332,0.606779661016949,GPT4V,84.0
2,2,0,0,2,0,15,10,4,2,0,5,2,0,0.7,0.1333333333333332,0.606779661016949,Random,187.0
43,12,3,1,0,0,13,34,2,0,2,5,2,0,0.8,0.2333333333333332,0.688135593220339,GPV-1,108.0
55,0,0,0,0,0,2,17,1,0,1,0,1,0,0.0,-0.5666666666666668,0.0372881355932202,GPT4V@Shadow,46.0
59,0,0,0,0,0,0,18,0,0,1,0,0,0,0.9,0.3333333333333332,0.7694915254237288,BLIP@Shadow,126.0
2,1,1,1,3,0,15,18,4,2,0,8,1,1,0.5,-0.0666666666666667,0.4440677966101694,Random,132.0
60,0,0,0,0,0,0,17,0,0,0,0,0,0,0.3,-0.2666666666666668,0.2813559322033897,GPV-1@Shadow,95.0
28,0,0,0,0,0,4,15,1,1,0,2,0,0,0.4,-0.1666666666666667,0.3627118644067796,BLIP@Shadow,66.0
176,94,0,0,1,3,43,47,7,2,1,5,0,0,0.6,0.0333333333333332,0.5254237288135593,BLIP,67.0
29,37,0,0,0,0,11,9,0,0,0,0,0,0,0.9,0.3333333333333332,0.7694915254237288,GT_N,51.0
63,83,0,0,5,0,47,53,6,2,3,7,3,1,0.2,-0.3666666666666667,0.1999999999999999,GPV-1,47.0
56,0,0,0,0,2,6,10,2,1,1,1,0,0,0.7,0.1333333333333332,0.606779661016949,BLIP@Shadow,65.0
60,0,0,0,0,2,6,20,2,1,2,0,0,0,0.1,-0.3375,0.2237288135593219,GPV-1@Shadow,212.0
4,3,4,5,1,0,28,36,2,3,1,5,7,0,0.3,-0.1375,0.3864406779661016,Random,152.0
52,19,0,0,0,0,6,0,0,0,0,0,0,0,0.9,0.4625,0.8745762711864408,BLIP@Shadow,165.0
27,31,0,0,0,0,4,2,0,0,0,0,0,0,1.0,0.5625,0.9559322033898304,GT_N,175.0
13,44,0,0,0,0,24,4,2,0,0,1,0,1,0.4,-0.0374999999999999,0.4677966101694915,GPT4V@Shadow,269.0
10,6,1,2,3,0,31,31,6,2,2,7,3,2,0.1,-0.3375,0.2237288135593219,Random,134.0
24,76,1,1,1,1,30,14,1,3,1,1,0,3,0.7,0.2624999999999999,0.711864406779661,GPT4V,303.0
39,4,4,3,0,3,18,22,5,0,0,0,1,0,0.3,-0.1375,0.3864406779661016,BLIP@Shadow,189.0
120,53,0,0,0,0,10,13,0,0,0,0,0,0,0.9,0.4625,0.8745762711864408,GT_N,109.0
49,5,0,1,0,0,13,14,4,0,0,4,2,1,0.5,0.0625,0.5491525423728814,GPT4V@Shadow,248.0
48,2,3,1,1,0,22,45,1,1,1,7,4,0,0.2,-0.2375,0.3050847457627118,GPV-1,98.0
62,24,0,0,0,0,3,7,0,0,0,0,0,0,1.0,0.5625,0.9559322033898304,GT_N,109.0
42,19,0,0,0,0,5,13,0,1,0,1,0,0,0.6,0.1624999999999999,0.6305084745762712,GPV-1,283.0
18,31,0,0,0,0,10,11,1,0,0,0,0,0,0.4,-0.0374999999999999,0.4677966101694915,GPT4V,158.0
90,70,1,0,2,1,65,105,6,3,2,14,12,1,0.1,-0.3375,0.2237288135593219,GPV-1,94.0
17,15,0,0,2,0,23,7,3,2,0,4,0,2,0.2,-0.2375,0.3050847457627118,BLIP,198.0
30,2,0,0,0,1,19,23,4,2,0,3,4,0,0.2,-0.2375,0.3050847457627118,GPV-1@Shadow,101.0
46,0,1,0,1,2,15,15,2,3,1,5,0,0,0.2,-0.2375,0.3050847457627118,GPT4V@Shadow,98.0
83,0,1,1,0,1,4,12,1,0,1,0,0,0,0.3,-0.1375,0.3864406779661016,GPV-1@Shadow,138.0
19,57,0,0,0,0,3,2,0,0,0,0,0,0,0.8,0.3625,0.7932203389830509,GPT4V,206.0
3,7,0,0,1,1,22,22,5,2,3,4,1,2,0.1,-0.3375,0.2237288135593219,Random,91.0
48,61,0,0,2,1,27,19,2,1,0,3,0,2,0.5,0.0625,0.5491525423728814,BLIP,140.0
105,15,0,0,0,0,19,24,1,1,0,1,1,1,0.6,0.1624999999999999,0.6305084745762712,BLIP,309.0
42,0,2,1,1,0,12,30,1,2,2,3,1,0,0.1,-0.3375,0.2237288135593219,BLIP@Shadow,71.0
22,7,0,0,1,0,12,8,1,2,0,2,1,1,0.9,0.5166666666666667,0.9186440677966102,BLIP,412.0
50,15,0,0,0,0,22,25,1,1,0,0,0,0,0.6,0.2166666666666666,0.6745762711864407,GT_N,352.0
116,123,4,2,2,5,63,46,11,4,0,7,2,1,0.9,0.5166666666666667,0.9186440677966102,GPT4V,244.0
119,99,4,4,7,1,57,62,11,4,2,10,3,1,0.2,-0.1833333333333333,0.3491525423728814,GPV-1,68.0
16,2,0,1,1,0,18,9,4,3,0,6,1,0,0.1,-0.2833333333333333,0.2677966101694915,GPT4V@Shadow,87.0
67,0,0,0,1,0,5,10,0,0,1,4,2,0,0.1,-0.2833333333333333,0.2677966101694915,GPV-1,128.0
51,35,0,0,0,0,6,6,0,0,1,0,0,0,0.9,0.5166666666666667,0.9186440677966102,GT_N,219.0
35,0,0,0,0,1,3,14,1,0,0,1,0,0,0.2,-0.1833333333333333,0.3491525423728814,GPT4V@Shadow,171.0
68,36,0,0,1,0,12,13,0,1,1,1,0,0,0.3,-0.0833333333333333,0.4305084745762711,BLIP,137.0
46,58,0,0,0,0,8,6,0,0,0,1,0,0,0.6,0.2166666666666666,0.6745762711864407,GPT4V,184.0
23,22,1,0,0,0,16,19,1,0,0,2,1,0,0.6,0.2166666666666666,0.6745762711864407,GPT4V,296.0
61,0,0,0,0,0,1,7,0,1,0,0,0,0,0.2,-0.1833333333333333,0.3491525423728814,GPV-1@Shadow,96.0
47,0,2,2,0,1,8,18,3,0,1,0,0,0,0.1,-0.2833333333333333,0.2677966101694915,GPV-1@Shadow,152.0
17,20,0,0,0,1,15,8,4,2,0,2,1,0,0.2,-0.1833333333333333,0.3491525423728814,BLIP,130.0
7,2,1,1,4,0,13,29,8,1,3,9,1,0,0.2,-0.1833333333333333,0.3491525423728814,Random,63.0
37,3,0,0,2,0,16,16,1,1,0,4,1,1,0.2,-0.1833333333333333,0.3491525423728814,BLIP@Shadow,110.0
61,88,0,1,4,1,52,44,7,1,2,4,4,0,0.1,-0.2833333333333333,0.2677966101694915,GPV-1,70.0
3,3,0,0,1,1,19,15,3,3,0,5,0,1,0.3,-0.0833333333333333,0.4305084745762711,Random,101.0
45,3,0,0,0,1,17,11,4,2,0,4,0,2,0.2,-0.1833333333333333,0.3491525423728814,GPV-1@Shadow,74.0
28,14,2,0,0,2,25,22,4,1,0,3,3,1,0.3,-0.0833333333333333,0.4305084745762711,BLIP@Shadow,120.0
45,2,0,0,0,1,15,27,4,1,1,2,2,1,0.6,0.2166666666666666,0.6745762711864407,BLIP@Shadow,148.0
92,46,0,0,0,0,14,19,1,0,0,0,0,1,1.0,0.6166666666666667,1.0,GT_N,187.0
5,2,0,0,1,1,16,14,4,0,1,1,4,0,0.1,-0.2833333333333333,0.2677966101694915,Random,85.0
28,11,1,0,1,0,16,14,2,1,2,3,2,0,0.3,-0.0833333333333333,0.4305084745762711,GPT4V@Shadow,64.0
30,4,0,0,3,1,29,27,4,6,0,5,1,1,0.2,-0.4124999999999999,0.1627118644067796,GPV-1@Shadow,269.0
28,0,0,0,0,2,6,23,2,1,0,1,0,0,0.8,0.1875000000000001,0.6508474576271187,GPV-1@Shadow,209.0
6,10,0,0,2,3,51,30,10,3,0,8,4,5,0.0,-0.6124999999999999,0.0,Random,99.0
24,0,0,0,3,1,7,8,2,2,0,4,0,0,0.4,-0.2124999999999999,0.3254237288135593,GPV-1@Shadow,319.0
56,0,0,0,1,0,5,24,0,1,3,2,0,0,0.4,-0.2124999999999999,0.3254237288135593,GPT4V@Shadow,127.0
42,4,0,0,1,0,6,5,2,0,0,2,1,1,0.8,0.1875000000000001,0.6508474576271187,GPV-1,112.0
65,73,0,0,1,0,17,12,0,2,1,1,2,0,0.9,0.2875000000000001,0.7322033898305086,GPT4V,76.0
22,40,0,0,0,0,10,6,0,0,0,1,0,1,1.0,0.3875,0.8135593220338984,GPT4V,143.0
41,4,0,0,0,0,18,13,3,3,0,2,0,2,0.8,0.1875000000000001,0.6508474576271187,GPT4V@Shadow,122.0
63,19,0,0,1,0,13,10,2,1,0,1,0,0,0.8,0.1875000000000001,0.6508474576271187,BLIP,114.0
87,0,0,0,0,2,4,9,2,0,0,0,0,0,0.4,-0.2124999999999999,0.3254237288135593,BLIP@Shadow,367.0
50,12,0,0,0,1,12,17,2,1,2,0,0,0,0.7,0.0875,0.5694915254237288,GPV-1,187.0
70,0,0,0,0,0,0,2,0,0,0,0,0,0,0.6,-0.0124999999999999,0.488135593220339,BLIP@Shadow,109.0
13,5,1,2,2,2,48,55,11,7,5,9,5,4,0.0,-0.6124999999999999,0.0,Random,45.0
28,2,0,0,3,1,16,28,6,2,1,9,0,1,0.5,-0.1124999999999999,0.4067796610169492,BLIP@Shadow,113.0
45,42,0,0,0,0,5,4,0,0,0,0,0,0,0.9,0.2875000000000001,0.7322033898305086,GT_N,110.0
13,36,0,0,0,0,20,7,0,1,0,0,0,0,0.9,0.2875000000000001,0.7322033898305086,GPT4V@Shadow,78.0
135,33,0,0,0,1,14,20,1,0,0,2,1,0,0.6,-0.0124999999999999,0.488135593220339,BLIP,124.0
42,13,0,0,0,1,17,19,3,0,0,0,2,2,0.6,-0.0124999999999999,0.488135593220339,GPV-1,105.0
204,246,0,0,1,0,15,35,2,1,1,2,1,0,0.9,0.2875000000000001,0.7322033898305086,GT_N,71.0
37,35,2,2,0,1,11,15,1,2,0,0,0,0,0.6,-0.0124999999999999,0.488135593220339,GPT4V,146.0
46,60,0,0,0,0,10,11,1,0,0,0,1,0,0.9,0.2875000000000001,0.7322033898305086,GT_N,85.0
4,2,3,3,2,5,43,48,10,6,1,13,6,2,0.1,-0.5125,0.0813559322033898,Random,56.0
35,38,0,1,3,0,11,13,4,0,0,4,0,0,0.9,0.2875000000000001,0.7322033898305086,BLIP,59.0
68,1,0,0,1,0,5,12,2,1,0,1,0,1,0.3,-0.2291666666666666,0.311864406779661,GPV-1@Shadow,244.0
48,50,0,1,0,0,26,13,3,0,0,1,0,1,0.4,-0.1291666666666666,0.3932203389830508,GPV-1,184.0
24,7,0,0,1,1,24,7,3,0,0,2,2,1,0.4,-0.1291666666666666,0.3932203389830508,GPT4V@Shadow,117.0
55,0,0,0,3,3,16,18,4,2,1,3,0,0,0.6,0.0708333333333333,0.5559322033898305,GPV-1@Shadow,158.0
47,0,0,0,2,0,7,9,0,2,0,2,0,0,0.5,-0.0291666666666666,0.4745762711864407,GPT4V@Shadow,100.0
42,20,0,0,0,0,3,5,0,0,0,1,0,0,0.7,0.1708333333333332,0.6372881355932203,BLIP,117.0
33,5,0,0,0,0,11,9,2,1,0,3,1,0,0.1,-0.4291666666666667,0.1491525423728813,BLIP@Shadow,51.0
4,22,1,0,2,2,50,41,10,6,1,11,5,0,0.1,-0.4291666666666667,0.1491525423728813,Random,64.0
32,36,0,0,0,0,8,5,0,0,0,2,0,0,0.4,-0.1291666666666666,0.3932203389830508,BLIP,86.0
93,322,0,0,0,0,13,14,0,1,0,1,0,0,0.7,0.1708333333333332,0.6372881355932203,GT_N,110.0
29,98,2,1,1,0,34,29,10,0,0,2,2,1,0.4,-0.1291666666666666,0.3932203389830508,GPT4V,316.0
127,0,0,0,0,0,0,16,0,0,0,0,0,0,0.1,-0.4291666666666667,0.1491525423728813,BLIP@Shadow,135.0
157,254,0,0,0,0,76,47,0,2,0,3,2,0,0.4,-0.1291666666666666,0.3932203389830508,GPV-1,209.0
47,6,2,2,0,3,21,23,5,2,1,2,1,1,0.5,-0.0291666666666666,0.4745762711864407,GPT4V@Shadow,292.0
97,127,0,0,3,0,46,31,3,4,0,5,1,4,0.6,0.0708333333333333,0.5559322033898305,BLIP,204.0
50,8,1,2,3,0,32,51,4,6,3,12,3,1,0.7,0.1708333333333332,0.6372881355932203,BLIP@Shadow,307.0
25,37,0,0,0,0,24,30,3,3,0,2,4,1,0.6,0.0708333333333333,0.5559322033898305,GPV-1,279.0
60,33,8,8,9,4,145,173,21,11,9,34,12,10,0.4,-0.1291666666666666,0.3932203389830508,Random,184.0
5,5,0,0,0,1,31,36,4,4,2,7,3,2,0.4,-0.1291666666666666,0.3932203389830508,Random,131.0
24,100,0,0,0,0,8,7,0,0,0,0,0,0,0.9,0.3708333333333333,0.8,GT_N,134.0
85,428,0,0,0,0,64,45,3,3,3,4,0,2,1.0,0.4708333333333333,0.8813559322033899,GPT4V,185.0
69,70,0,0,0,0,6,11,0,0,0,0,0,0,1.0,0.4708333333333333,0.8813559322033899,GT_N,174.0
15,33,0,0,1,0,12,22,0,1,1,3,1,0,0.6,0.0708333333333333,0.5559322033898305,GPT4V,135.0
59,0,0,0,2,0,11,20,2,1,1,3,0,0,0.9,0.3708333333333333,0.8,GPV-1@Shadow,64.0
18,41,0,0,0,0,12,0,0,0,0,0,0,0,0.7,0.2937499999999999,0.7372881355932204,GPT4V@Shadow,169.0
37,87,0,0,0,1,12,10,1,0,0,0,0,1,0.6,0.1937499999999999,0.6559322033898305,GT_N,109.0
27,25,0,0,0,0,34,21,2,0,0,3,1,4,0.6,0.1937499999999999,0.6559322033898305,BLIP@Shadow,148.0
84,6,2,1,2,1,12,10,3,0,0,2,0,0,0.5,0.09375,0.5745762711864407,BLIP,266.0
118,500,0,0,0,0,5,7,0,0,0,0,0,0,0.5,0.09375,0.5745762711864407,GT_N,134.0
24,18,4,3,0,0,20,13,1,0,0,2,1,1,0.4,-0.0062499999999999,0.4932203389830508,GPT4V@Shadow,103.0
28,19,0,0,0,1,13,11,2,1,0,1,0,1,0.3,-0.10625,0.4118644067796609,GPT4V,98.0
49,72,0,1,0,0,37,40,4,1,0,6,2,0,0.3,-0.10625,0.4118644067796609,GPV-1,118.0
96,181,0,0,3,0,54,56,6,5,2,8,2,0,0.5,0.09375,0.5745762711864407,BLIP,109.0
26,6,0,1,5,3,47,54,14,4,3,16,5,2,0.4,-0.0062499999999999,0.4932203389830508,Random,108.0
162,166,2,2,3,2,59,65,7,3,3,9,5,2,0.6,0.1937499999999999,0.6559322033898305,GPV-1,126.0
79,0,0,0,2,0,6,24,1,2,0,2,0,0,0.2,-0.20625,0.3305084745762712,GPV-1@Shadow,87.0
20,35,5,10,8,1,124,138,24,12,10,29,11,8,0.0,-0.40625,0.1677966101694915,Random,73.0
110,440,4,2,2,3,101,69,10,7,3,9,5,5,0.5,0.09375,0.5745762711864407,GPT4V,92.0
44,14,0,0,2,0,12,22,5,0,2,4,2,1,0.4,-0.0062499999999999,0.4932203389830508,BLIP@Shadow,149.0
36,10,0,1,2,0,23,20,5,1,1,5,2,2,0.0,-0.40625,0.1677966101694915,GPV-1@Shadow,147.0
71,4,0,0,1,1,11,25,2,0,1,1,0,1,0.7,0.0866666666666665,0.5688135593220338,BLIP@Shadow,511.0
50,113,0,0,0,0,22,19,2,2,0,0,1,0,0.5,-0.1133333333333334,0.4061016949152541,BLIP,451.0
119,142,0,0,1,0,20,24,0,0,0,1,0,0,1.0,0.3866666666666666,0.8128813559322033,GT_N,311.0
116,194,1,3,3,3,118,103,10,10,6,10,9,2,0.4,-0.2133333333333333,0.3247457627118643,GPV-1,273.0
20,5,2,1,0,2,44,66,7,3,6,9,6,1,0.4,-0.2133333333333333,0.3247457627118643,Random,300.0
37,94,0,0,0,1,36,16,1,3,0,1,1,3,0.9,0.2866666666666666,0.7315254237288136,GPT4V,326.0
1,18,1,2,0,0,22,20,4,2,1,4,2,1,0.4,-0.2133333333333333,0.3247457627118643,GPV-1@Shadow,281.0
100,21,1,1,2,1,15,32,4,0,0,6,0,0,0.6,-0.0133333333333334,0.487457627118644,GPV-1,86522.0
86,308,0,0,1,0,45,49,1,2,4,4,1,2,0.9,0.2866666666666666,0.7315254237288136,GPT4V,264.0
90,0,0,0,0,1,4,25,1,0,1,0,1,0,0.7,0.0866666666666665,0.5688135593220338,BLIP@Shadow,229.0
6,3,1,1,1,3,35,24,9,3,2,4,4,2,0.4,-0.2133333333333333,0.3247457627118643,Random,171.0
45,48,0,0,0,0,12,14,0,1,0,0,0,1,0.7,0.0866666666666665,0.5688135593220338,GT_N,233.0
43,12,0,0,0,1,23,24,2,3,0,4,1,1,0.7,0.0866666666666665,0.5688135593220338,GPT4V@Shadow,186.0
34,38,0,0,0,0,6,2,0,0,0,0,0,0,0.6,-0.0133333333333334,0.487457627118644,BLIP,152.0
114,0,0,0,0,0,1,12,0,0,1,0,0,0,0.3,-0.3133333333333334,0.2433898305084745,GPV-1@Shadow,136.0
